309;255;0 no compensation;1;60.3708;163.6368;147.1807;;0.0000
310;255;0 no compensation;1;58.4782;163.6622;147.1829;;0.0000
311;255;0 no compensation;1;57.1361;163.6608;147.1834;;0.0000
312;255;0 no compensation;1;55.8486;163.7748;147.1937;;0.0000
316;260;1 no compensation;1;59.9218;89.1383;145.1560;;0.0000
317;260;1 no compensation;1;58.0115;90.0328;145.1589;;0.0000
318;260;1 no compensation;1;55.6353;89.5775;145.1638;;0.0000
319;260;1 no compensation;1;52.9378;89.7359;145.1679;;0.0000
323;265;2 no compensation;1;63.5381;88.8514;142.8904;;0.0000
324;265;2 no compensation;1;63.3965;102.4413;119.7800;;0.0000
325;265;2 no compensation;1;63.2168;129.4051;111.2040;;0.0000
326;265;2 no compensation;1;63.0988;160.5463;138.0150;;0.0000
330;270;3 no compensation;1;54.8660;160.5792;142.6138;;0.0000
331;270;3 no compensation;1;53.9753;160.7968;143.0294;;0.0000
332;270;3 no compensation;1;52.2887;160.2989;142.1166;;0.0000
333;270;3 no compensation;1;51.1725;159.3576;140.3674;;0.0000
337;275;4 no compensation;1;51.1440;155.5034;128.9877;;0.0000
338;275;4 no compensation;1;51.1450;154.2463;127.9491;;0.0000
339;275;4 no compensation;1;51.5239;152.7979;126.7558;;0.0000
340;275;4 no compensation;1;52.3693;152.2015;126.2591;;0.0000
344;280;5 no compensation;1;52.0925;146.5596;118.9846;;0.0000
345;280;5 no compensation;1;51.6006;143.6792;118.1054;;0.0000
346;280;5 no compensation;1;52.1188;142.5725;117.7650;;0.0000
347;280;5 no compensation;1;52.5826;141.5786;117.4629;;0.0000
351;285;6 no compensation;1;51.8812;134.9764;113.0294;;0.0000
352;285;6 no compensation;1;51.4135;134.3114;113.0907;;0.0000
353;285;6 no compensation;1;50.9828;131.3054;113.3808;;0.0000
354;285;6 no compensation;1;53.1443;129.2022;113.5812;;0.0000
358;290;7 no compensation;1;53.8159;121.6625;111.8146;;0.0000
359;290;7 no compensation;1;50.8935;121.3449;111.9823;;0.0000
360;290;7 no compensation;1;50.3349;118.1908;113.6574;;0.0000
361;290;7 no compensation;1;50.8962;117.5726;113.9858;;0.0000
365;295;8 no compensation;1;51.4400;107.4529;117.2671;;0.0000
366;295;8 no compensation;1;50.8463;105.7541;119.3212;;0.0000
367;295;8 no compensation;1;51.5000;104.9018;120.3529;;0.0000
368;295;8 no compensation;1;53.0021;104.8398;120.4398;;0.0000
372;300;9 no compensation;1;50.6906;97.5433;126.1951;;0.0000
373;300;9 no compensation;1;50.6720;97.1805;127.3739;;0.0000
374;300;9 no compensation;1;49.9638;96.9940;127.9703;;0.0000
375;300;9 no compensation;1;50.6449;96.5461;129.4362;;0.0000
379;305;10 no compensation;1;56.1607;92.1202;142.2821;;0.0000
380;305;10 no compensation;1;57.3144;92.1271;142.2821;;0.0000
381;305;10 no compensation;1;51.4698;92.0945;142.2819;;0.0000
382;305;10 no compensation;1;51.3349;92.0908;142.2819;;0.0000
