253;216;0 no compensation;1;356.0821;157.4845;145.7655;;0.0000
254;216;0 no compensation;1;357.6532;157.4368;145.7514;;0.0000
255;216;0 no compensation;1;358.1669;157.4661;145.7497;;0.0000
256;216;0 no compensation;1;359.7985;157.3527;145.7419;;0.0000
260;221;1 no compensation;1;355.6774;99.1867;142.3783;;0.0000
261;221;1 no compensation;1;358.3217;99.0502;142.3573;;0.0000
262;221;1 no compensation;1;359.4163;98.2272;142.3531;;0.0000
263;221;1 no compensation;1;361.0252;98.6611;142.3449;;0.0000
267;226;2 no compensation;1;353.0036;99.2393;139.6270;;0.0000
268;226;2 no compensation;1;352.8929;120.8969;117.6321;;0.0000
269;226;2 no compensation;1;352.9068;134.2630;117.4934;;0.0000
270;226;2 no compensation;1;353.0435;156.6441;140.6968;;0.0000
274;231;3 no compensation;1;360.3379;154.3828;142.4635;;0.0000
275;231;3 no compensation;1;360.3374;154.4643;142.6254;;0.0000
276;231;3 no compensation;1;363.0984;154.2511;142.2034;;0.0000
277;231;3 no compensation;1;364.0431;154.0114;141.7265;;0.0000
281;236;4 no compensation;1;365.2004;146.6071;127.5094;;0.0000
282;236;4 no compensation;1;365.2018;148.0834;128.4716;;0.0000
283;236;4 no compensation;1;363.5272;148.4000;128.6861;;0.0000
284;236;4 no compensation;1;362.1609;148.6541;128.8553;;0.0000
288;241;5 no compensation;1;364.9115;135.2793;120.2188;;0.0000
289;241;5 no compensation;1;363.1369;136.7793;120.3110;;0.0000
290;241;5 no compensation;1;362.2878;136.8942;120.3197;;0.0000
291;241;5 no compensation;1;361.1489;136.8745;120.3250;;0.0000
295;246;6 no compensation;1;365.0088;119.5418;120.6802;;0.0000
296;246;6 no compensation;1;365.3862;120.4114;120.2321;;0.0000
297;246;6 no compensation;1;365.0587;122.0551;119.3945;;0.0000
298;246;6 no compensation;1;363.3515;123.5826;118.6263;;0.0000
302;251;7 no compensation;1;365.5009;108.5128;127.4859;;0.0000
303;251;7 no compensation;1;365.5045;108.9541;126.8064;;0.0000
304;251;7 no compensation;1;365.1150;109.3773;126.1574;;0.0000
305;251;7 no compensation;1;365.2057;110.1341;124.9887;;0.0000
309;256;8 no compensation;1;366.0709;102.1982;137.3506;;0.0000
310;256;8 no compensation;1;366.0194;102.1647;137.9751;;0.0000
311;256;8 no compensation;1;365.3279;102.1668;137.9743;;0.0000
312;256;8 no compensation;1;365.4226;102.1072;139.1111;;0.0000
