1;0;23;1;355.8912;157.1182;145.9302;0;0.04
2;0;23;1;358.616;157.1756;145.9097;1;0.04
3;0;23;1;361.62;157.5916;145.8821;2;0.04
4;0;23;1;364.3188;157.3573;145.8628;3;0.04
8;1;28;1;355.4754;99.8636;143.1605;4;0.04
9;1;28;1;357.6438;97.8921;143.16;5;0.04
10;1;28;1;360.7088;99.9374;143.1204;6;0.04
11;1;28;1;363.4979;97.8019;143.1188;7;0.04
15;2;33;1;353.1227;155.4061;139.0463;8;0.04
16;2;33;1;352.9209;132.9767;118.6122;9;0.04
17;2;33;1;352.8953;118.9831;118.6118;10;0.04
18;2;33;1;353.0376;99.3716;140.1815;11;0.04
22;3;38;1;356.319;154.9467;143.6023;12;0.1
23;3;38;1;360.298;154.8556;143.4217;13;0.1
24;3;38;1;359.9553;153.9656;141.7083;14;0.1
25;3;38;1;355.5464;152.559;139.0199;15;0.1
29;4;43;1;356.161;149.3082;129.6307;16;0.1
30;4;43;1;361.7639;149.8582;129.9484;17;0.1
31;4;43;1;364.7435;146.5323;127.814;18;0.1
32;4;43;1;355.4076;144.78;126.7546;19;0.1
36;5;48;1;355.9727;137.9661;120.837;20;0.1
37;5;48;1;360.6196;137.8156;120.7979;21;0.1
38;5;48;1;355.4757;132.7362;120.6128;22;0.1
39;5;48;1;364.195;132.7866;120.5516;23;0.1
43;6;53;1;358.482;123.3989;119.2041;24;0.1
44;6;53;1;355.2244;120.7003;120.6397;25;0.1
45;6;53;1;364.4493;119.3728;121.2495;26;0.1
46;6;53;1;361.0137;123.4388;119.1619;27;0.1
50;7;58;1;355.7953;110.7129;124.5884;28;0.1
51;7;58;1;360.0452;110.7337;124.5125;29;0.1
52;7;58;1;355.7533;108.4053;128.2152;30;0.1
53;7;58;1;364.5275;107.9341;128.863;31;0.1
57;8;63;1;355.0598;102.177;137.9269;32;0.1
58;8;63;1;359.7104;102.0561;140.3726;33;0.1
59;8;63;1;364.5944;102.009;141.2124;34;0.1
60;8;63;1;364.5947;102.1278;138.5544;35;0.1
