1;0;33;1;60.5014;163.7584;149.0442;0;0.04
2;0;33;1;59.2044;163.7582;149.0562;1;0.04
3;0;33;1;57.8424;163.7608;149.0744;2;0.04
4;0;33;1;56.7061;163.9463;149.0848;3;0.04
8;1;38;1;60.7025;89.2781;147.0732;4;0.04
9;1;38;1;58.6346;90.2169;147.0931;5;0.04
10;1;38;1;55.8697;89.0111;147.1205;6;0.04
11;1;38;1;53.3035;90.122;147.1427;7;0.04
15;2;43;1;63.7916;89.4785;144.2484;8;0.04
16;2;43;1;63.5052;103.5459;120.4117;9;0.04
17;2;43;1;63.297;130.5736;112.8235;10;0.04
18;2;43;1;63.3509;162.3355;139.587;11;0.04
22;3;48;1;54.0183;161.23;145.3603;12;0.1
23;3;48;1;51.3779;160.0494;143.1912;13;0.1
24;3;48;1;50.6524;159.4696;142.11;14;0.1
25;3;48;1;50.1781;159.6841;142.5227;15;0.1
29;4;53;1;50.6695;151.9527;127.8344;16;0.1
30;4;53;1;49.7257;153.4404;129.0702;17;0.1
31;4;53;1;49.7398;154.8494;130.2261;18;0.1
32;4;53;1;50.1741;154.7831;130.1644;19;0.1
36;5;58;1;51.4178;147.3072;121.0871;20;0.1
37;5;58;1;50.691;146.3378;120.8012;21;0.1
38;5;58;1;50.5033;144.865;120.3551;22;0.1
39;5;58;1;51.1495;143.5021;119.935;23;0.1
43;6;63;1;52.2931;135.6081;114.9253;24;0.1
44;6;63;1;50.2908;135.2483;114.9748;25;0.1
45;6;63;1;48.8635;133.6308;115.1434;26;0.1
46;6;63;1;50.2958;131.3624;115.3537;27;0.1
50;7;68;1;46.1924;119.6747;114.9629;28;0.1
51;7;68;1;46.9025;118.3021;115.6878;29;0.1
52;7;68;1;47.8948;118.2881;115.6884;30;0.1
53;7;68;1;50.0054;119.6955;114.9286;31;0.1
57;8;73;1;51.129;105.7851;121.4961;32;0.1
58;8;73;1;50.9627;106.248;120.9328;33;0.1
59;8;73;1;50.955;106.9141;120.1258;34;0.1
60;8;73;1;50.9552;107.5814;119.3175;35;0.1
64;9;78;1;51.2279;97.5483;128.8193;36;0.1
65;9;78;1;50.4399;97.954;127.4733;37;0.1
66;9;78;1;50.5995;97.5898;128.6735;38;0.1
67;9;78;1;50.8068;96.7277;131.4944;39;0.1
71;10;83;1;60.4765;92.366;144.3181;40;0.1
72;10;83;1;57.2199;92.4129;145.0552;41;0.1
73;10;83;1;51.3289;92.2416;143.6342;42;0.1
74;10;83;1;50.1592;92.2311;143.6338;43;0.1
