94;92;0 no compensation;1;54.0176;172.1018;147.2345;;0.0000
95;92;0 no compensation;1;53.1226;172.0935;147.2428;;0.0000
96;92;0 no compensation;1;51.7948;172.0918;147.2450;;0.0000
97;92;0 no compensation;1;50.2034;172.0992;147.2477;;0.0000
101;97;1 no compensation;1;53.7434;81.3498;144.4531;;0.0000
102;97;1 no compensation;1;52.3363;82.0843;144.4549;;0.0000
103;97;1 no compensation;1;50.0738;82.2823;144.4730;;0.0000
104;97;1 no compensation;1;48.2027;82.9568;144.4789;;0.0000
108;102;2 no compensation;1;58.0277;82.0443;141.8054;;0.0000
109;102;2 no compensation;1;57.9909;94.0062;116.4964;;0.0000
110;102;2 no compensation;1;57.9446;132.1120;102.7931;;0.0000
111;102;2 no compensation;1;57.9353;157.1784;114.7295;;0.0000
112;102;2 no compensation;1;57.9487;170.0884;139.7346;;0.0000
117;108;3 no compensation;1;50.8263;169.4347;143.2577;;0.0000
118;108;3 no compensation;1;49.2115;169.4026;143.1945;;0.0000
119;108;3 no compensation;1;47.0807;169.2921;142.9674;;0.0000
120;108;3 no compensation;1;46.5707;169.1658;142.7008;;0.0000
124;113;4 no compensation;1;45.1144;165.1324;128.8684;;0.0000
125;113;4 no compensation;1;45.6054;165.4923;129.2521;;0.0000
126;113;4 no compensation;1;45.9836;165.4927;129.2513;;0.0000
127;113;4 no compensation;1;45.7112;163.9232;127.5751;;0.0000
131;118;5 no compensation;1;47.7577;159.4121;118.6338;;0.0000
132;118;5 no compensation;1;46.7267;158.4860;118.1241;;0.0000
133;118;5 no compensation;1;46.0025;157.3407;117.4947;;0.0000
134;118;5 no compensation;1;46.1248;156.3320;116.9367;;0.0000
138;123;6 no compensation;1;49.3165;148.1543;109.5500;;0.0000
139;123;6 no compensation;1;48.5242;148.8877;109.6933;;0.0000
140;123;6 no compensation;1;47.3379;147.7798;109.4819;;0.0000
141;123;6 no compensation;1;46.1464;146.5778;109.2521;;0.0000
145;128;7 no compensation;1;49.4228;137.0169;104.3937;;0.0000
146;128;7 no compensation;1;48.3681;135.9700;104.5253;;0.0000
147;128;7 no compensation;1;47.5513;135.2893;104.6135;;0.0000
148;128;7 no compensation;1;47.0468;135.3577;104.6061;;0.0000
152;133;8 no compensation;1;51.6232;122.7405;103.4225;;0.0000
153;133;8 no compensation;1;50.4992;122.7055;103.4399;;0.0000
154;133;8 no compensation;1;48.5730;122.5924;103.4981;;0.0000
155;133;8 no compensation;1;46.8169;121.5152;104.0036;;0.0000
159;138;9 no compensation;1;44.9422;106.1924;109.7294;;0.0000
160;138;9 no compensation;1;45.5953;107.1940;108.7910;;0.0000
161;138;9 no compensation;1;46.1380;108.8888;107.2030;;0.0000
162;138;9 no compensation;1;46.9170;109.4179;106.7053;;0.0000
166;143;10 no compensation;1;45.4010;95.6586;117.8488;;0.0000
167;143;10 no compensation;1;44.8114;96.3021;116.6882;;0.0000
168;143;10 no compensation;1;45.6136;96.8483;115.6965;;0.0000
169;143;10 no compensation;1;46.6016;98.4583;112.7802;;0.0000
173;148;11 no compensation;1;46.1410;88.4877;127.3548;;0.0000
174;148;11 no compensation;1;45.3052;88.6985;126.2616;;0.0000
175;148;11 no compensation;1;45.2614;88.4625;127.4826;;0.0000
176;148;11 no compensation;1;45.3205;88.3084;128.2841;;0.0000
180;153;12 no compensation;1;50.7824;84.5694;141.6612;;0.0000
181;153;12 no compensation;1;51.6773;84.5721;141.6613;;0.0000
183;158;12 no compensation;1;54.5013;84.5746;141.6618;;0.0000
184;158;12 no compensation;1;53.3143;84.5734;141.6623;;0.0000
