388;0;301;1;355.8294;165.8723;146.2498;0;0.04
389;0;301;1;356.3002;165.8712;146.2433;1;0.04
390;0;301;1;357.3417;165.8723;146.2374;2;0.04
391;0;301;1;358.9003;165.8036;146.2229;3;0.04
395;1;306;1;357.1062;91.1438;144.3209;4;0.04
396;1;306;1;358.0627;90.4431;144.3125;5;0.04
397;1;306;1;359.8112;91.2591;144.2948;6;0.04
398;1;306;1;361.4377;90.4221;144.2826;7;0.04
402;2;311;1;353.7644;91.1221;141.257;8;0.04
403;2;311;1;353.4092;109.0612;113.5782;9;0.04
404;2;311;1;353.2596;132.9526;110.0642;10;0.04
405;2;311;1;353.3645;164.5854;141.1519;11;0.04
409;3;316;1;360.8891;163.1602;142.9886;12;0.1
410;3;316;1;360.6488;163.2785;143.2122;13;0.1
411;3;316;1;361.2532;162.8381;142.3744;14;0.1
412;3;316;1;362.6145;163.0687;142.7876;15;0.1
416;4;321;1;364.922;158.4765;128.8207;16;0.1
417;4;321;1;365.0329;157.1683;127.7409;17;0.1
418;4;321;1;366.0913;156.4285;127.1189;18;0.1
419;4;321;1;366.8082;157.3317;127.8553;19;0.1
423;5;326;1;363.6801;149.3807;118.2125;20;0.1
424;5;326;1;362.2776;149.224;118.1792;21;0.1
425;5;326;1;362.5812;149.6447;118.3027;22;0.1
426;5;326;1;364.4814;148.5308;117.9454;23;0.1
430;6;331;1;364.1618;136.044;112.0471;24;0.1
431;6;331;1;363.7325;136.9833;111.9594;25;0.1
432;6;331;1;362.7905;137.1883;111.9473;26;0.1
433;6;331;1;361.1538;137.1838;111.9617;27;0.1
437;7;336;1;365.8207;120.1312;112.5973;28;0.1
438;7;336;1;365.5207;122.8737;111.1312;29;0.1
439;7;336;1;364.0807;124.4427;110.3022;30;0.1
440;7;336;1;362.7724;123.6619;110.7296;31;0.1
444;8;341;1;367.4002;108.7459;117.0206;32;0.1
445;8;341;1;365.0753;107.991;117.9486;33;0.1
446;8;341;1;365.8623;109.6986;115.8673;34;0.1
447;8;341;1;365.5795;110.1009;115.3816;35;0.1
451;9;346;1;366.4081;98.7028;127.9114;36;0.1
452;9;346;1;366.4079;98.9858;126.9649;37;0.1
453;9;346;1;366.1763;99.4229;125.5247;38;0.1
454;9;346;1;365.75;99.4059;125.57;39;0.1
458;10;351;1;366.9404;94.069;140.8774;40;0.1
459;10;351;1;365.9827;94.132;141.5562;41;0.1
460;10;351;1;363.9976;94.1184;141.5546;42;0.1
461;10;351;1;367.3071;94.1312;141.5547;43;0.1
