94;0;92;1;54.0176;172.1018;147.2345;0;0.04
95;0;92;1;53.1226;172.0935;147.2428;1;0.04
96;0;92;1;51.7948;172.0918;147.245;2;0.04
97;0;92;1;50.2034;172.0992;147.2477;3;0.04
101;1;97;1;53.7434;81.3498;144.4531;4;0.04
102;1;97;1;52.3363;82.0843;144.4549;5;0.04
103;1;97;1;50.0738;82.2823;144.473;6;0.04
104;1;97;1;48.2027;82.9568;144.4789;7;0.04
108;2;102;1;58.0277;82.0443;141.8054;8;0.04
109;2;102;1;57.9909;94.0062;116.4964;9;0.04
110;2;102;1;57.9446;132.112;102.7931;10;0.04
111;2;102;1;57.9353;157.1784;114.7295;11;0.04
112;2;102;1;57.9487;170.0884;139.7346;12;0.04
117;3;108;1;50.8263;169.4347;143.2577;13;0.1
118;3;108;1;49.2115;169.4026;143.1945;14;0.1
119;3;108;1;47.0807;169.2921;142.9674;15;0.1
120;3;108;1;46.5707;169.1658;142.7008;16;0.1
124;4;113;1;45.1144;165.1324;128.8684;17;0.1
125;4;113;1;45.6054;165.4923;129.2521;18;0.1
126;4;113;1;45.9836;165.4927;129.2513;19;0.1
127;4;113;1;45.7112;163.9232;127.5751;20;0.1
131;5;118;1;47.7577;159.4121;118.6338;21;0.1
132;5;118;1;46.7267;158.486;118.1241;22;0.1
133;5;118;1;46.0025;157.3407;117.4947;23;0.1
134;5;118;1;46.1248;156.332;116.9367;24;0.1
138;6;123;1;49.3165;148.1543;109.55;25;0.1
139;6;123;1;48.5242;148.8877;109.6933;26;0.1
140;6;123;1;47.3379;147.7798;109.4819;27;0.1
141;6;123;1;46.1464;146.5778;109.2521;28;0.1
145;7;128;1;49.4228;137.0169;104.3937;29;0.1
146;7;128;1;48.3681;135.97;104.5253;30;0.1
147;7;128;1;47.5513;135.2893;104.6135;31;0.1
148;7;128;1;47.0468;135.3577;104.6061;32;0.1
152;8;133;1;51.6232;122.7405;103.4225;33;0.1
153;8;133;1;50.4992;122.7055;103.4399;34;0.1
154;8;133;1;48.573;122.5924;103.4981;35;0.1
155;8;133;1;46.8169;121.5152;104.0036;36;0.1
159;9;138;1;44.9422;106.1924;109.7294;37;0.1
160;9;138;1;45.5953;107.194;108.791;38;0.1
161;9;138;1;46.138;108.8888;107.203;39;0.1
162;9;138;1;46.917;109.4179;106.7053;40;0.1
166;10;143;1;45.401;95.6586;117.8488;41;0.1
167;10;143;1;44.8114;96.3021;116.6882;42;0.1
168;10;143;1;45.6136;96.8483;115.6965;43;0.1
169;10;143;1;46.6016;98.4583;112.7802;44;0.1
173;11;148;1;46.141;88.4877;127.3548;45;0.1
174;11;148;1;45.3052;88.6985;126.2616;46;0.1
175;11;148;1;45.2614;88.4625;127.4826;47;0.1
176;11;148;1;45.3205;88.3084;128.2841;48;0.1
180;12;153;1;50.7824;84.5694;141.6612;49;0.1
181;12;153;1;51.6773;84.5721;141.6613;50;0.1
183;12;158;1;54.5013;84.5746;141.6618;51;0.1
184;12;158;1;53.3143;84.5734;141.6623;52;0.1
