1;33;0 no compensation;1;60.5014;163.7584;149.0442;;0.0000
2;33;0 no compensation;1;59.2044;163.7582;149.0562;;0.0000
3;33;0 no compensation;1;57.8424;163.7608;149.0744;;0.0000
4;33;0 no compensation;1;56.7061;163.9463;149.0848;;0.0000
8;38;1 no compensation;1;60.7025;89.2781;147.0732;;0.0000
9;38;1 no compensation;1;58.6346;90.2169;147.0931;;0.0000
10;38;1 no compensation;1;55.8697;89.0111;147.1205;;0.0000
11;38;1 no compensation;1;53.3035;90.1220;147.1427;;0.0000
15;43;2 no compensation;1;63.7916;89.4785;144.2484;;0.0000
16;43;2 no compensation;1;63.5052;103.5459;120.4117;;0.0000
17;43;2 no compensation;1;63.2970;130.5736;112.8235;;0.0000
18;43;2 no compensation;1;63.3509;162.3355;139.5870;;0.0000
22;48;3 no compensation;1;54.0183;161.2300;145.3603;;0.0000
23;48;3 no compensation;1;51.3779;160.0494;143.1912;;0.0000
24;48;3 no compensation;1;50.6524;159.4696;142.1100;;0.0000
25;48;3 no compensation;1;50.1781;159.6841;142.5227;;0.0000
29;53;4 no compensation;1;50.6695;151.9527;127.8344;;0.0000
30;53;4 no compensation;1;49.7257;153.4404;129.0702;;0.0000
31;53;4 no compensation;1;49.7398;154.8494;130.2261;;0.0000
32;53;4 no compensation;1;50.1741;154.7831;130.1644;;0.0000
36;58;5 no compensation;1;51.4178;147.3072;121.0871;;0.0000
37;58;5 no compensation;1;50.6910;146.3378;120.8012;;0.0000
38;58;5 no compensation;1;50.5033;144.8650;120.3551;;0.0000
39;58;5 no compensation;1;51.1495;143.5021;119.9350;;0.0000
43;63;6 no compensation;1;52.2931;135.6081;114.9253;;0.0000
44;63;6 no compensation;1;50.2908;135.2483;114.9748;;0.0000
45;63;6 no compensation;1;48.8635;133.6308;115.1434;;0.0000
46;63;6 no compensation;1;50.2958;131.3624;115.3537;;0.0000
50;68;7 no compensation;1;46.1924;119.6747;114.9629;;0.0000
51;68;7 no compensation;1;46.9025;118.3021;115.6878;;0.0000
52;68;7 no compensation;1;47.8948;118.2881;115.6884;;0.0000
53;68;7 no compensation;1;50.0054;119.6955;114.9286;;0.0000
57;73;8 no compensation;1;51.1290;105.7851;121.4961;;0.0000
58;73;8 no compensation;1;50.9627;106.2480;120.9328;;0.0000
59;73;8 no compensation;1;50.9550;106.9141;120.1258;;0.0000
60;73;8 no compensation;1;50.9552;107.5814;119.3175;;0.0000
64;78;9 no compensation;1;51.2279;97.5483;128.8193;;0.0000
65;78;9 no compensation;1;50.4399;97.9540;127.4733;;0.0000
66;78;9 no compensation;1;50.5995;97.5898;128.6735;;0.0000
67;78;9 no compensation;1;50.8068;96.7277;131.4944;;0.0000
71;83;10 no compensation;1;60.4765;92.3660;144.3181;;0.0000
72;83;10 no compensation;1;57.2199;92.4129;145.0552;;0.0000
73;83;10 no compensation;1;51.3289;92.2416;143.6342;;0.0000
74;83;10 no compensation;1;50.1592;92.2311;143.6338;;0.0000
