1;25;0 no compensation;1;352.0748;172.5115;146.9659;;0.0000
2;25;0 no compensation;1;352.6119;172.5115;146.9633;;0.0000
3;25;0 no compensation;1;353.7977;172.5137;146.9622;;0.0000
4;25;0 no compensation;1;354.9088;172.5131;146.9647;;0.0000
8;31;1 no compensation;1;352.8729;81.3834;144.5572;;0.0000
9;31;1 no compensation;1;353.6081;81.9991;144.5544;;0.0000
10;31;1 no compensation;1;354.5104;81.3635;144.5537;;0.0000
11;31;1 no compensation;1;355.5074;82.3836;144.5507;;0.0000
15;36;2 no compensation;1;348.2258;81.7684;141.0249;;0.0000
16;36;2 no compensation;1;348.1879;93.5606;116.0041;;0.0000
17;36;2 no compensation;1;348.1482;131.7568;102.1814;;0.0000
18;36;2 no compensation;1;348.1472;156.6796;115.0405;;0.0000
19;36;2 no compensation;1;348.1677;170.1936;138.8120;;0.0000
24;41;3 no compensation;1;355.3124;170.1894;144.3049;;0.0000
25;41;3 no compensation;1;356.3083;169.6742;143.2005;;0.0000
26;41;3 no compensation;1;357.5660;169.6849;143.2216;;0.0000
27;41;3 no compensation;1;358.7531;169.5229;142.8683;;0.0000
31;46;4 no compensation;1;360.3400;165.5182;128.8034;;0.0000
32;46;4 no compensation;1;360.3089;165.7324;129.0323;;0.0000
33;46;4 no compensation;1;359.1268;166.1793;129.5282;;0.0000
34;46;4 no compensation;1;357.8879;166.0864;129.4153;;0.0000
38;51;5 no compensation;1;359.9422;159.5230;118.2994;;0.0000
39;51;5 no compensation;1;359.1585;160.1180;118.6287;;0.0000
40;51;5 no compensation;1;358.5390;160.1381;118.6422;;0.0000
41;51;5 no compensation;1;357.5276;160.2559;118.7072;;0.0000
45;56;6 no compensation;1;357.1293;149.2841;109.4311;;0.0000
46;56;6 no compensation;1;357.7365;149.6070;109.4926;;0.0000
47;56;6 no compensation;1;356.8080;149.2352;109.4198;;0.0000
48;56;6 no compensation;1;356.3371;150.0513;109.5766;;0.0000
52;61;7 no compensation;1;357.8205;137.0251;104.1270;;0.0000
53;61;7 no compensation;1;356.3015;137.5798;104.0553;;0.0000
54;61;7 no compensation;1;357.2150;137.5799;104.0558;;0.0000
55;61;7 no compensation;1;358.2978;136.9110;104.1416;;0.0000
59;66;8 no compensation;1;360.7402;120.7386;104.2133;;0.0000
60;66;8 no compensation;1;360.7395;121.5952;103.8082;;0.0000
62;71;8 no compensation;1;359.7398;122.5001;103.3776;;0.0000
63;71;8 no compensation;1;358.6472;123.6909;102.8152;;0.0000
65;76;9 no compensation;1;360.8756;107.0477;108.9619;;0.0000
66;76;9 no compensation;1;360.7399;107.4333;108.5980;;0.0000
67;76;9 no compensation;1;360.4005;108.1664;107.9050;;0.0000
68;76;9 no compensation;1;360.0338;108.5950;107.4953;;0.0000
72;81;10 no compensation;1;360.4618;96.1979;117.2885;;0.0000
73;81;10 no compensation;1;360.4875;96.5415;116.6567;;0.0000
74;81;10 no compensation;1;360.5165;96.8965;116.0042;;0.0000
75;81;10 no compensation;1;360.1454;97.3635;115.1365;;0.0000
79;86;11 no compensation;1;359.2989;88.5562;128.9467;;0.0000
80;86;11 no compensation;1;360.2921;88.8292;127.4505;;0.0000
81;86;11 no compensation;1;359.9999;88.8758;127.1940;;0.0000
82;86;11 no compensation;1;361.2577;89.2954;124.9048;;0.0000
86;91;12 no compensation;1;357.7806;85.1687;142.5690;;0.0000
87;91;12 no compensation;1;359.2994;85.1516;142.4568;;0.0000
88;91;12 no compensation;1;361.5102;85.1082;142.1239;;0.0000
89;91;12 no compensation;1;362.4828;84.9551;140.8983;;0.0000
